date,serial_number,model,capacity_bytes,failure,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_1_normalized,smart_1_raw,smart_5_normalized,smart_5_raw,smart_9_normalized,smart_9_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw
2024-04-08,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,256230,100,0,66,34901,100,0,100,0,74,26,100,0,100,0
2024-04-15,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,473242,100,0,65,35069,100,0,100,0,71,29,100,0,100,0
2024-04-22,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,299451,100,0,65,35237,100,0,100,0,70,30,100,0,100,0
2024-04-29,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,489383,100,0,65,35405,100,0,100,0,73,27,100,0,100,0
2024-05-06,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,400594,100,0,65,35573,100,0,100,0,78,22,100,0,100,0
2024-05-13,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,216757,100,0,65,35741,100,0,100,0,74,26,100,0,100,0
2024-05-20,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,99707,100,0,65,35909,100,0,100,0,76,24,100,0,100,0
2024-05-27,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,407396,100,0,64,36077,100,0,100,0,70,30,100,0,100,0
2024-06-03,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,350880,100,0,64,36245,100,0,100,0,77,23,100,0,100,0
2024-06-10,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,268614,100,0,64,36413,100,0,100,0,76,24,100,0,100,0
2024-06-17,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,356113,100,0,64,36581,100,0,100,0,79,21,100,0,100,0
2024-06-24,SE000210,ST16000NM001G,16000900661248,0,dc1,CL_dc1_1,V_011,POD_091,31,0,100,92493,100,0,64,36749,100,0,100,0,73,27,100,0,100,0
2024-04-01,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,277601,100,0,71,29422,100,0,100,0,66,34,100,0,100,0
2024-04-08,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,330744,100,0,71,29590,100,0,100,0,77,23,100,0,100,0
2024-04-15,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,182726,100,0,71,29758,100,0,100,0,70,30,100,0,100,0
2024-04-22,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,400346,100,0,71,29926,100,0,100,0,76,24,100,0,100,0
2024-04-29,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,492638,100,0,70,30094,100,0,100,0,75,25,100,0,100,0
2024-05-06,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,328329,100,0,70,30262,100,0,100,0,72,28,100,0,100,0
2024-05-13,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,341281,100,0,70,30430,100,0,100,0,72,28,100,0,100,0
2024-05-20,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,299162,100,0,70,30598,100,0,100,0,74,26,100,0,100,0
2024-05-27,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,346165,100,0,70,30766,100,0,100,0,71,29,100,0,100,0
2024-06-03,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,415021,100,0,70,30934,100,0,100,0,74,26,100,0,100,0
2024-06-10,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,252842,100,0,69,31102,100,0,100,0,73,27,100,0,100,0
2024-06-17,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,351722,100,0,69,31270,100,0,100,0,69,31,100,0,100,0
2024-06-24,SE000211,ST16000NM001G,16000900661248,0,dc2,CL_dc2_2,V_012,POD_092,32,0,100,6495,100,0,69,31438,100,0,100,0,69,31,100,0,100,0
2024-04-01,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,449016,100,0,76,24593,100,0,100,0,77,23,100,0,100,0
2024-04-08,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,224177,100,0,76,24761,100,0,100,0,70,30,100,0,100,0
2024-04-15,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,291696,100,0,76,24929,100,0,100,0,75,25,100,0,100,0
2024-04-22,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,208383,100,0,75,25097,100,0,100,0,74,26,100,0,100,0
2024-04-29,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,70093,100,0,75,25265,100,0,100,0,76,24,100,0,100,0
2024-05-06,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,190607,100,0,75,25433,100,0,100,0,74,26,100,0,100,0
2024-05-13,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,231063,100,0,75,25601,100,0,100,0,70,30,100,0,100,0
2024-05-20,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,286291,100,0,75,25769,100,0,100,0,76,24,100,0,100,0
2024-05-27,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,439744,100,0,75,25937,100,0,100,0,75,25,100,0,100,0
2024-06-03,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,67381,100,0,74,26105,100,0,100,0,71,29,100,0,100,0
2024-06-10,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,100468,100,0,74,26273,100,0,100,0,71,29,100,0,100,0
2024-06-17,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,387791,100,0,74,26441,100,0,100,0,68,32,100,0,100,0
2024-06-24,SE000212,ST16000NM001G,16000900661248,0,dc3,CL_dc3_3,V_013,POD_093,33,0,100,448728,100,0,74,26609,100,0,100,0,76,24,100,0,100,0
2024-04-01,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,78994,100,0,77,23408,100,0,100,0,75,25,100,0,100,0
2024-04-08,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,95202,100,0,77,23576,100,0,100,0,70,30,100,0,100,0
2024-04-15,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,445854,100,0,77,23744,100,0,100,0,75,25,100,0,100,0
2024-04-22,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,124714,100,0,77,23912,100,0,100,0,69,31,100,0,100,0
2024-04-29,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,386751,100,0,76,24080,100,0,100,0,74,26,100,0,100,0
2024-05-06,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,326188,100,0,76,24248,100,0,100,0,78,22,100,0,100,0
2024-05-13,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,270579,100,0,76,24416,100,0,100,0,70,30,100,0,100,0
2024-05-20,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,461300,100,0,76,24584,100,0,100,0,76,24,100,0,100,0
2024-05-27,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,33940,100,0,76,24752,100,0,100,0,71,29,100,0,100,0
2024-06-03,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,6666,100,0,76,24920,100,0,100,0,68,32,100,0,100,0
2024-06-10,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,386546,100,0,75,25088,100,0,100,0,79,21,100,0,100,0
2024-06-17,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,207717,100,0,75,25256,100,0,100,0,73,27,100,0,100,0
2024-06-24,SE000213,ST16000NM001G,16000900661248,0,dc1,CL_dc1_4,V_014,POD_094,34,0,100,37713,100,0,75,25424,100,0,100,0,72,28,100,0,100,0
2024-04-01,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,303666,100,0,88,12746,100,0,100,0,70,30,100,0,100,0
2024-04-08,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,362541,100,0,88,12914,100,0,100,0,78,22,100,0,100,0
2024-04-15,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,4880,100,0,87,13082,100,0,100,0,74,26,100,0,100,0
2024-04-22,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,462537,100,0,87,13250,100,0,100,0,71,29,100,0,100,0
2024-04-29,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,220057,100,0,87,13418,100,0,100,0,75,25,100,0,100,0
2024-05-06,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,444942,100,0,87,13586,100,0,100,0,67,33,100,0,100,0
2024-05-13,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,49784,100,0,87,13754,100,0,100,0,78,22,100,0,100,0
2024-05-20,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,201598,100,0,87,13922,100,0,100,0,76,24,100,0,100,0
2024-05-27,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,55362,100,0,86,14090,100,0,100,0,73,27,100,0,100,0
2024-06-03,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,365543,100,0,86,14258,100,0,100,0,77,23,100,0,100,0
2024-06-10,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,277693,100,0,86,14426,100,0,100,0,70,30,100,0,100,0
2024-06-17,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,261464,100,0,86,14594,100,0,100,0,75,25,100,0,100,0
2024-06-24,SE000214,ST16000NM001G,16000900661248,0,dc2,CL_dc2_5,V_015,POD_095,35,0,100,414532,100,0,86,14762,100,0,100,0,66,34,100,0,100,0
2024-04-01,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,323534,100,0,71,29624,100,0,100,0,67,33,100,0,100,0
2024-04-08,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,69369,100,0,71,29792,100,0,100,0,80,20,100,0,100,0
2024-04-15,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,336325,100,0,71,29960,100,0,100,0,75,25,100,0,100,0
2024-04-22,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,176858,100,0,70,30128,100,0,100,0,72,28,100,0,100,0
2024-04-29,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,497297,100,0,70,30296,100,0,100,0,71,29,100,0,100,0
2024-05-06,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,16994,100,0,70,30464,100,0,100,0,78,22,100,0,100,0
2024-05-13,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,105672,100,0,70,30632,100,0,100,0,70,30,100,0,100,0
2024-05-20,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,289783,100,0,70,30800,100,0,100,0,71,29,100,0,100,0
2024-05-27,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,421520,100,0,70,30968,100,0,100,0,72,28,100,0,100,0
2024-06-03,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,233911,100,0,69,31136,100,0,100,0,69,31,100,0,100,0
2024-06-10,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,343196,100,0,69,31304,100,0,100,0,72,28,100,0,100,0
2024-06-17,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,249550,100,0,69,31472,100,0,100,0,75,25,100,0,100,0
2024-06-24,SE000215,ST16000NM001G,16000900661248,0,dc2,CL_dc2_6,V_016,POD_096,36,0,100,359234,100,0,69,31640,100,0,100,0,71,29,100,0,100,0
2024-04-01,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,142439,100,0,72,28020,100,0,100,0,69,31,100,0,100,0
2024-04-08,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,479394,100,0,72,28188,100,0,100,0,70,30,100,0,100,0
2024-04-15,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,208397,100,0,72,28356,100,0,100,0,73,27,100,0,100,0
2024-04-22,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,37404,100,0,72,28524,100,0,100,0,69,31,100,0,100,0
2024-04-29,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,56182,100,0,72,28692,100,0,100,0,74,26,100,0,100,0
2024-05-06,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,123002,100,0,72,28860,100,0,100,0,71,29,100,0,100,0
2024-05-13,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,346992,100,0,71,29028,100,0,100,0,80,20,100,0,100,0
2024-05-20,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,48997,100,0,71,29196,100,0,100,0,73,27,100,0,100,0
2024-05-27,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,8170,100,0,71,29364,100,0,100,0,76,24,100,0,100,0
2024-06-03,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,197106,100,0,71,29532,100,0,100,0,71,29,100,0,100,0
2024-06-10,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,465992,100,0,71,29700,100,0,100,0,69,31,100,0,100,0
2024-06-17,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,18509,100,0,71,29868,100,0,100,0,74,26,100,0,100,0
2024-06-24,SE000216,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_017,POD_097,37,0,100,69653,100,0,70,30036,100,0,100,0,77,23,100,0,100,0
2024-04-01,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,233034,100,0,80,20523,100,0,100,0,69,31,100,0,100,0
2024-04-08,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,28938,100,0,80,20691,100,0,100,0,69,31,100,0,100,0
2024-04-15,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,134058,100,0,80,20859,100,0,100,0,73,27,100,0,100,0
2024-04-22,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,77478,100,0,79,21027,100,0,100,0,70,30,100,0,100,0
2024-04-29,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,357843,100,0,79,21195,100,0,100,0,69,31,100,0,100,0
2024-05-06,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,192996,100,0,79,21363,100,0,100,0,74,26,100,0,100,0
2024-05-13,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,64745,100,0,79,21531,100,0,100,0,75,25,100,0,100,0
2024-05-20,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,133283,100,0,79,21699,100,0,100,0,73,27,100,0,100,0
2024-05-27,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,355388,100,0,79,21867,100,0,100,0,75,25,100,0,100,0
2024-06-03,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,66584,100,0,78,22035,100,0,100,0,77,23,100,0,100,0
2024-06-10,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,378218,100,0,78,22203,100,0,100,0,71,29,100,0,100,0
2024-06-17,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,362417,100,0,78,22371,100,0,100,0,73,27,100,0,100,0
2024-06-24,SE000217,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_018,POD_098,38,0,100,146364,100,0,78,22539,100,0,100,0,69,31,100,0,100,0
2024-04-01,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,376833,100,0,72,28781,100,0,100,0,71,29,100,0,100,0
2024-04-08,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,492642,100,0,72,28949,100,0,100,0,75,25,100,0,100,0
2024-04-15,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,482935,100,0,71,29117,100,0,100,0,74,26,100,0,100,0
2024-04-22,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,288667,100,0,71,29285,100,0,100,0,72,28,100,0,100,0
2024-04-29,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,162838,100,0,71,29453,100,0,100,0,74,26,100,0,100,0
2024-05-06,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,323870,100,0,71,29621,100,0,100,0,73,27,100,0,100,0
2024-05-13,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,356050,100,0,71,29789,100,0,100,0,70,30,100,0,100,0
2024-05-20,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,397965,100,0,71,29957,100,0,100,0,72,28,100,0,100,0
2024-05-27,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,274497,100,0,70,30125,100,0,100,0,74,26,100,0,100,0
2024-06-03,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,405653,100,0,70,30293,100,0,100,0,74,26,100,0,100,0
2024-06-10,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,170176,100,0,70,30461,100,0,100,0,77,23,100,0,100,0
2024-06-17,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,144988,100,0,70,30629,100,0,100,0,74,26,100,0,100,0
2024-06-24,SE000218,ST16000NM001G,16000900661248,0,dc2,CL_dc2_9,V_019,POD_099,39,0,100,127150,100,0,70,30797,100,0,100,0,71,29,100,0,100,0
2024-04-01,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,95455,100,0,81,19868,100,0,100,0,73,27,100,0,100,0
2024-04-08,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,259835,100,0,80,20036,100,0,100,0,72,28,100,0,100,0
2024-04-15,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,190937,100,0,80,20204,100,0,100,0,65,35,100,0,100,0
2024-04-22,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,473312,100,0,80,20372,100,0,100,0,72,28,100,0,100,0
2024-04-29,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,311877,100,0,80,20540,100,0,100,0,65,35,100,0,100,0
2024-05-06,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,236161,100,0,80,20708,100,0,100,0,70,30,100,0,100,0
2024-05-13,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,471819,100,0,80,20876,100,0,100,0,70,30,100,0,100,0
2024-05-20,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,483668,100,0,79,21044,100,0,100,0,70,30,100,0,100,0
2024-05-27,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,182071,100,0,79,21212,100,0,100,0,69,31,100,0,100,0
2024-06-03,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,235085,100,0,79,21380,100,0,100,0,72,28,100,0,100,0
2024-06-10,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,162805,100,0,79,21548,100,0,100,0,72,28,100,0,100,0
2024-06-17,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,120156,100,0,79,21716,100,0,100,0,74,26,100,0,100,0
2024-06-24,SE000219,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_020,POD_100,40,0,100,142822,100,0,79,21884,100,0,100,0,76,24,100,0,100,0
2024-04-01,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,117528,100,0,69,31572,100,0,100,0,76,24,100,0,100,0
2024-04-08,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,460478,100,0,69,31740,100,0,100,0,69,31,100,0,100,0
2024-04-15,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,223428,100,0,69,31908,100,0,100,0,67,33,100,0,100,0
2024-04-22,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,276107,100,0,68,32076,100,0,100,0,76,24,100,0,100,0
2024-04-29,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,458576,100,0,68,32244,100,0,100,0,71,29,100,0,100,0
2024-05-06,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,370792,100,0,68,32412,100,0,100,0,70,30,100,0,100,0
2024-05-13,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,82494,100,0,68,32580,100,0,100,0,71,29,100,0,100,0
2024-05-20,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,256669,100,0,68,32748,100,0,100,0,76,24,100,0,100,0
2024-05-27,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,342116,100,0,68,32916,100,0,100,0,71,29,100,0,100,0
2024-06-03,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,165404,100,0,67,33084,100,0,100,0,72,28,100,0,100,0
2024-06-10,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,387625,100,0,67,33252,100,0,100,0,69,31,100,0,100,0
2024-06-17,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,485353,100,0,67,33420,100,0,100,0,72,28,100,0,100,0
2024-06-24,SE000220,ST16000NM001G,16000900661248,0,dc3,CL_dc3_11,V_021,POD_101,41,0,100,265395,100,0,67,33588,100,0,100,0,74,26,100,0,100,0
2024-04-01,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,323768,100,0,68,32027,100,0,100,0,70,30,100,0,100,0
2024-04-08,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,450274,100,0,68,32195,100,0,100,0,77,23,100,0,100,0
2024-04-15,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,267285,100,0,68,32363,100,0,100,0,76,24,100,0,100,0
2024-04-22,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,155422,100,0,68,32531,100,0,100,0,72,28,100,0,100,0
2024-04-29,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,465363,100,0,68,32699,100,0,100,0,74,26,100,0,100,0
2024-05-06,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,453396,100,0,68,32867,100,0,100,0,74,26,100,0,100,0
2024-05-13,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,40451,100,0,67,33035,100,0,100,0,71,29,100,0,100,0
2024-05-20,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,494027,100,0,67,33203,100,0,100,0,74,26,100,0,100,0
2024-05-27,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,96119,100,0,67,33371,100,0,100,0,76,24,100,0,100,0
2024-06-03,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,329974,100,0,67,33539,100,0,100,0,70,30,100,0,100,0
2024-06-10,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,287542,100,0,67,33707,100,0,100,0,70,30,100,0,100,0
2024-06-17,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,62554,100,0,67,33875,100,0,100,0,67,33,100,0,100,0
2024-06-24,SE000221,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_022,POD_102,42,0,100,363544,100,0,66,34043,100,0,100,0,77,23,100,0,100,0
